Column1,Column2
"Patch Set 1:

Please rename with iOS",Other
"Patch Set 1:

Please Test in before merge",Other
"Patch Set 3: Code-Review-2

I will check tomorrow and verify.",Other
"Patch Set 3:

please rebase your change",Other
Add pdn to network address for differentiate between HQ or local server,Other
Set pdn value,Other
Add pdn variable in NetworkAddress Class,Other
Issue fix for floor in local server,Other
Set apple flag only in change line,Other
Set a macro variable,Other
"Patch Set 1:

Please test then merged",Other
please remove name,Other
Set log in Message in Send message,Other
Give defined value for better understand,Other
Delete Preproceesor macros,Other
Add custom flags,Other
Add custom flags checking,Other
[Code comment] Please remove SRBD keyword from Log,Other
Token Change with SRBD-MCPTT with MCPTT,Other
"Is it possible to use enum class instead of #define, because they are related?",Other
Define new macro,Other
How about make a common logger function that adds the tag you want to set automatically?,Other
"That's a good idea, I will try to implement this in next CL",Other
change in condition,Other
"you are stopping XDM subscribe, why?",Other
"please rename this to ""albumImageHashes""",Other
"I think, it was better in previous position.",Other
Better remove data part for consistency,Other
Do not force unwrap. use guard-let.,Other
use guard-let,Other
Check my comment on error description.,Other
"1. Follow the naming convention for the error case.
2. Maintain the number series for the error type.",Other
"1. Done
2. This error is returned from server",Other
Use style formatter tool on this file.,Other
Better use optional casting and use nil coalescing.,Other
"change to 
No Like
No Comment.",Other
change to memberIdList,Other
Devices should also use id list.,Other
Requested change will be done in later patches.,Other
change to memberIdList.,Other
"Just a suggestion:
This method can also be implemented as follows-

return profiles.map { $0.profileId }",Other
please see the previous comment,Other
"These are not public methods, check the MARK comment plz.",Other
map with variable names.,Other
add Note comment with variable name/,Other
please see the previous comment,Other
Rename class to ProfileId,Other
add a description and change to requireId,Other
please remove,Other
remove the empty space.,Other
remove hyphens from image set,Other
This file has been removed,Other
remove hyphens from image set,Other
This file has been removed,Other
Use colors from SocialColors class.,Other
Use colors from SocialColors class.,Other
rename post to '(toPost post:Post)',Other
function name is not being like a sentence. Try to make it like iOS convention.,Other
Rename the file to GroupInfoDescriptionView.xib,Other
"Please use ""SocialFonts""",Other
"Please use ""SocialFonts"". If required, update the SocialFonts class",Other
"Please use ""SocialFonts""",Other
"Please use ""SocialFonts""",Other
"""eventName"" and ""eventDescription"" should be optional attribute.",Other
Change to proper names.,Other
change file name to proper meaning.,Other
Change description also.,Other
Change description also.,Other
define the fonts in socialFonts.,Other
Remove space.,Other
"remove comment, if not needed. If needed add your name.",Other
correct the spelling,Other
correct the spelling,Other
I think myprofile info shouldn't be optional,Other
"Seems, this method is not necessary. Remove.",Other
"thanks for your suggestion, done!",Other
"Patch Set 6:

(1 comment)

Minor refactoring",Other
refresh_icon@1x,Other
refresh_icon@2x,Other
refresh_icon@3x,Other
Change this file name also.,Other
remove the empty space,Other
remove the empty spaces,Other
please remove the empty spaces,Other
please remove the empty spaces,Other
please remove the empty spaces,Other
It's better to rename the method to '...memberSelectionView',Other
check if this is intentional or not.,Other
change this to selection map for contacts/friends...,Other
what does 'sc' stands for.,Other
capitalize V,Other
I think apple uses naming like didSelectePeople/Device.,Other
please update the name to a more appropriate one.,Other
add what? Please provide more intuitive name.,Other
make the self instance weak.,Other
"SESSDk doesn't know about views, move to app side.",Other
"please follow consistent convention of prefix ""IDS""",Other
"please follow consistent convention of prefix ""Image""",Other
"please follow consistent convention of suffix ""Image""",Other
"is this required?
It was not available in previous patch.",Other
remove if Codable is not necessary,Other
separate the names.,Other
please adda . NOTE why 2 is hardcoded so tat the purpose is better understood,Other
"please rename this to reflect the purpose more. suggestion: ""sectionHeaderTitle""",Other
no need to assign to new variable.,Other
This change is still same as previous comment.,Other
didSelectPeople,Other
didSelectDevice,Other
Use SocialColors.,Other
either rename to defaultBackButtonImage or rename the rest without Image suffix,Other
Please remove this. It is unnecessary,Other
See above comment,Other
rename to memberSelectionview,Other
rename to memberSelectionView,Other
rename to showMemberSelectionView,Other
why is error optional in failure block? Please log error even if error is nil to notify of failure,Other
rename to backBtnTapGestureRecognizer,Other
remove.,Other
fix formatting here,Other
no need to write additional init function. Assign default values to the Other one,Other
Is there any benefit in having tagged user array nullable? If not make it mandatory and assign empty list [ ] as its default value,Other
Remove all these whitespaces,Other
Double. Remove.,Other
Remove feedHeaderView prefix. All variables are for this view.,Other
"Patch Set 2:

(1 comment)

one minor change required.",Other
please check is it necessary or not,Other
"check all of this ""self""",Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
Is it guaranteed to always return non-nil?,Other
I think we can remove this file now.,Other
Formatting not correct.,Other
rename - done,Other
Please look at the previous comment about this method.,Other
Please look at the previous comment about this method.,Other
it should be createdTime I think.,Other
Modify in image util as per discussion to remove duplicate codes.,Other
Modify in image util as per discussion to remove duplicate codes.,Other
Modify in image util as per discussion to remove duplicate codes.,Other
it will be done in the next refactoring of feed,Other
it will be done in the next refactoring of feed,Other
Check My previous comment on updating the imageHash in Views. Please check and confirm.,Other
it will be done in the next refactoring of feed,Other
Nothing is being done here. Remove if unnecessary.,Other
add comment for labels.,Other
This should be timeline.,Other
"Patch Set 1: Code-Review-1

Please Modify the UX as we discussed.",Other
replaced,Other
this should be defined in SocialFonts. Change or add TODO,Other
"> this should be defined in SocialFonts. Change or add TODO

Fonts or TextStyles or Themes.",Other
Please define in social fonts or add todo,Other
Is this todo still required? Is this not already completed?,Other
Then change TODO to FIXME,Other
Add Dummy mark here.,Other
"put brackets ""(isSuccess, result)""",Other
"remove the spaces before ""weak"" and after ""self""",Other
it will be better if we keep it in a constant,Other
This would be removed later and replaced by error code.,Other
please check if it violates trailing closure.,Other
please check if it violates trailing closure.,Other
"add space and if deemed necessary, NOTE",Other
add NOTE,Other
"add space and if deemed necessary, NOTE",Other
add NOTE,Other
please make msg localizable,Other
please make msg localizable,Other
please think of a way to avoid force unwrapping,Other
introduce constant according to accompanying TODO comment if possible,Other
Please think of a way to avoid forced unwrapping,Other
please investigate if elementsEqual can be replaced with implementation of Equitable and usage of ==,Other
see above,Other
see above,Other
see above,Other
see above,Other
see above,Other
please see why local variable needs force unwrap,Other
please see if introducing and enum of status code is possible,Other
see above,Other
unnecessary whitespace?,Other
print the error in the log.,Other
print the error in the log.,Other
wrong description,Other
rename to groupMemberPath and avoid duplicates.,Other
try to make it short - minor,Other
please make self weak here,Other
please make self weak here,Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
if this is unnecessary then please remove,Other
please remove trailing_closure_violation,Other
"in success block you are getting list of group members, please update.",Other
put a brace around error.,Other
Better show 'Failed to load',Other
why hard coded values are being checked?,Other
Avoid hard coded values.,Other
We are supposed to use images from SocialImages class.,Other
Image to data? or Data to image?,Other
what if insertMember is called multiple times. Where is code for previously added members?,Other
"change names to 'invited, rejected, accepted'",Other
I have kept pending case as is since it is more appropriate,Other
is there an expireTime for member?,Other
"profile name class has a profile type and account type. 
Shouldn't profile class contain these variable?",Other
"AccountType contains familyName, gienName??",Other
This was given by server so I kept it as is,Other
ProfileTypeContains NAMES!!,Other
"Keep init methods at the top, after variables",Other
"Instead of database, use 'forceDataFromServer' check 'requestFeedbackCounts' method in contact profile manager.
We may change databases, list may come from files, or Other storages. So, app doesn't need to specify that.",Other
Use localised text,Other
"Shouldn't we do something in the UI?
Add a TODO for now.",Other
Execute the worker here. And change the method name to FetchAndShowMember(),Other
Please declare a constant.,Other
indexOffset seems better for the variable name.,Other
"thanks, done.",Other
Incorporate image data in Device entity.,Other
"please rename this to ""albumImageHashes""",Other
Is it necessary to add anOther parameter? memberList is being sent already.,Other
"I think, it was better in previous position.",Other
Better remove data part for consistency,Other
Do not force unwrap. use guard-let.,Other
use guard-let,Other
Check my comment on error description.,Other
"1. Done
2. This error is returned from server",Other
Use style formatter tool on this file.,Other
Please use error description,Other
Better use optional casting and use nil coalescing.,Other
"change to 
No Like
No Comment.",Other
change to memberIdList,Other
Devices should also use id list.,Other
Requested change will be done in later patches.,Other
change to memberIdList.,Other
"Just a suggestion:
This method can also be implemented as follows-

return profiles.map { $0.profileId }",Other
please see the previous comment,Other
change coding key to map variable name.,Other
please see if imageHash should be assigned nil,Other
map with variable names.,Other
add Note comment with variable name/,Other
please see the previous comment,Other
Rename class to ProfileId,Other
"IdType Shouldn't be nil.
define Unknown in enum and force user to pass id type",Other
please remove,Other
remove the empty space.,Other
remove hyphens from image set,Other
This file has been removed,Other
remove hyphens from image set,Other
This file has been removed,Other
Use colors from SocialColors class.,Other
Use colors from SocialColors class.,Other
already implemented,Other
"After creating new CardCell base class, this won't be necessary anymore.",Other
rename post to '(toPost post:Post)',Other
function name is not being like a sentence. Try to make it like iOS convention.,Other
Rename the file to GroupInfoDescriptionView.xib,Other
"Please use ""SocialFonts""",Other
"Please use ""SocialFonts"". If required, update the SocialFonts class",Other
"Please use ""SocialFonts""",Other
"Please use ""SocialFonts""",Other
added a TODO in codebase.,Other
"""eventName"" and ""eventDescription"" should be optional attribute.",Other
Change to proper names.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
Change description also.,Other
Change description also.,Other
This overridden function isn't doing anything. Remove.,Other
define the fonts in socialFonts.,Other
remove blank space.,Other
Remove space.,Other
"remove comment, if not needed. If needed add your name.",Other
correct the spelling,Other
correct the spelling,Other
please follow the proper way for printing error msg,Other
I think myprofile info shouldn't be optional,Other
Follow above comment and add an extension,Other
"Since you've managed to move it here (good job), please go on and set likerLabel with User names bolded using attributed text.",Other
This will be submitted in anOther commit. I will add a TODO,Other
"Seems, this method is not necessary. Remove.",Other
"thanks for your suggestion, done!",Other
"Patch Set 6:

(1 comment)

Minor refactoring",Other
refresh_icon@1x,Other
refresh_icon@2x,Other
refresh_icon@3x,Other
Change this file name also.,Other
remove the empty space,Other
remove the empty spaces,Other
please remove the empty spaces,Other
please remove the empty spaces,Other
please remove the empty spaces,Other
It's better to rename the method to '...memberSelectionView',Other
"Should this string be hard coded?

use localised strings.",Other
Better to rename this method to memberPicker. and Change the delegate to MemberPickerDelegate.,Other
check if this is intentional or not.,Other
change this to selection map for contacts/friends...,Other
what does 'sc' stands for.,Other
"We are using SocialColors class. Use from there. if it is for removing the separator only for this view, then no need.",Other
capitalize V,Other
I think apple uses naming like didSelectePeople/Device.,Other
please update the name to a more appropriate one.,Other
add what? Please provide more intuitive name.,Other
make the self instance weak.,Other
print the error in log.,Other
"SESSDk doesn't know about views, move to app side.",Other
"please follow consistent convention of prefix ""IDS""",Other
"please follow consistent convention of prefix ""Image""",Other
"please follow consistent convention of suffix ""Image""",Other
"is this required?
It was not available in previous patch.",Other
remove if Codable is not necessary,Other
separate the names.,Other
please adda . NOTE why 2 is hardcoded so tat the purpose is better understood,Other
"please rename this to reflect the purpose more. suggestion: ""sectionHeaderTitle""",Other
no need to assign to new variable.,Other
please try to avoid force unwrapping,Other
This change is still same as previous comment.,Other
didSelectPeople,Other
didSelectDevice,Other
Use SocialColors.,Other
add IDS prefix to this and all the following that lacks it,Other
Please remove this. It is unnecessary,Other
See above comment,Other
rename to memberSelectionview,Other
rename to memberSelectionView,Other
rename to showMemberSelectionView,Other
rename to backBtnTapGestureRecognizer,Other
remove.,Other
fix formatting here,Other
Is there any benefit in having tagged user array nullable? If not make it mandatory and assign empty list [ ] as its default value,Other
It should not be mandatory as post can be created without any tagged users,Other
Remove all these whitespaces,Other
Double. Remove.,Other
remove trailing spaces.,Other
"Patch Set 2:

(1 comment)

one minor change required.",Other
"Patch Set 4: Verified+1

(1 comment)

Fixed Merge conflict and removed remaining deinit functions",Other
Deinit fuction is to be removed and given in anOther commit,Other
please check is it necessary or not,Other
"check all of this ""self""",Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
Is it guaranteed to always return non-nil?,Other
I think we can remove this file now.,Other
Before removing we have to check it further,Other
Formatting not correct.,Other
rename - done,Other
Same comment applies here. Closure should be set as completionTask,Other
Please look at the previous comment about this method.,Other
Please look at the previous comment about this method.,Other
it should be createdTime I think.,Other
Modify in image util as per discussion to remove duplicate codes.,Other
Modify in image util as per discussion to remove duplicate codes.,Other
Modify in image util as per discussion to remove duplicate codes.,Other
"1. CoreData already support update for Comment entity.
2. I believe we need to update the imageHash only if the imageHash is nil.",Other
it will be done in the next refactoring of feed,Other
"Is this ""Like"" object passed by reference?
if not, updating the imageHash here will have no effect. Please check.",Other
it will be done in the next refactoring of feed,Other
Check My previous comment on updating the imageHash in Views. Please check and confirm.,Other
it will be done in the next refactoring of feed,Other
Nothing is being done here. Remove if unnecessary.,Other
Add logs in Validation blocks.,Other
add comment for labels.,Other
This should be timeline.,Other
"Patch Set 1: Code-Review-1

Please Modify the UX as we discussed.",Other
replaced,Other
Write down the parameter names beside the function header in comments,Other
this should be defined in SocialFonts. Change or add TODO,Other
"> this should be defined in SocialFonts. Change or add TODO

Fonts or TextStyles or Themes.",Other
Please define in social fonts or add todo,Other
Is this todo still required? Is this not already completed?,Other
This TODO is Required. pronab.m is working on this.,Other
Then change TODO to FIXME,Other
Add Dummy mark here.,Other
"put brackets ""(isSuccess, result)""",Other
"remove the spaces before ""weak"" and after ""self""",Other
This would be removed later and replaced by error code.,Other
"please provide log with ""errorDescription"" if required, Otherwise replace with ""_"" if it is not used",Other
"please provide log with ""errorDescription"" if required, Otherwise replace with ""_"" if it is not used",Other
"add space and if deemed necessary, NOTE",Other
add NOTE,Other
"add space and if deemed necessary, NOTE",Other
add NOTE,Other
please add instructive comment about what to do with this commented out code,Other
please make msg localizable,Other
please make msg localizable,Other
please think of a way to avoid force unwrapping,Other
see above,Other
see above,Other
see above,Other
see above,Other
see above,Other
please see why local variable needs force unwrap,Other
please see if introducing and enum of status code is possible,Other
see above,Other
unnecessary whitespace?,Other
print the error in the log.,Other
print the error in the log.,Other
wrong description,Other
rename to groupMemberPath and avoid duplicates.,Other
try to make it short - minor,Other
please make self weak here,Other
please make self weak here,Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
if this is unnecessary then please remove,Other
please remove trailing_closure_violation,Other
"in success block you are getting list of group members, please update.",Other
put a brace around error.,Other
Better show 'Failed to load',Other
why hard coded values are being checked?,Other
Avoid hard coded values.,Other
Image to data? or Data to image?,Other
Don't use image literals directly. Use from social images class.,Other
what if insertMember is called multiple times. Where is code for previously added members?,Other
"change names to 'invited, rejected, accepted'",Other
I have kept pending case as is since it is more appropriate,Other
is there an expireTime for member?,Other
"profile name class has a profile type and account type. 
Shouldn't profile class contain these variable?",Other
"AccountType contains familyName, gienName??",Other
This was given by server so I kept it as is,Other
ProfileTypeContains NAMES!!,Other
"Is it mandatory field? If so, add Validation.",Other
Group Id is already non optional. So nil cannot be assigned.,Other
"Keep init methods at the top, after variables",Other
Use localised text,Other
"Shouldn't we do something in the UI?
Add a TODO for now.",Other
make it userInteractive since the User is waiting for the UI update.,Other
Please declare a constant.,Other
indexOffset seems better for the variable name.,Other
"thanks, done.",Other
Incorporate image data in Device entity.,Other
create device image folder in Assets and fetch image files.,Other
"please rename this to ""albumImageHashes""",Other
"I think, it was better in previous position.",Other
Mandatory attributes are set on front according to the priority.,Other
Better remove data part for consistency,Other
Do not force unwrap. use guard-let.,Other
You do not need to convert the error to string. Use SESLibError description.,Other
use guard-let,Other
Check my comment on error description.,Other
"1. Follow the naming convention for the error case.
2. Maintain the number series for the error type.",Other
"1. Done
2. This error is returned from server",Other
Use style formatter tool on this file.,Other
Please use error description,Other
Better use optional casting and use nil coalescing.,Other
"change to 
No Like
No Comment.",Other
change to memberIdList,Other
Devices should also use id list.,Other
Requested change will be done in later patches.,Other
change to memberIdList.,Other
"Just a suggestion:
This method can also be implemented as follows-

return profiles.map { $0.profileId }",Other
please see the previous comment,Other
"These are not public methods, check the MARK comment plz.",Other
change coding key to map variable name.,Other
please see if imageHash should be assigned nil,Other
map with variable names.,Other
add Note comment with variable name/,Other
please see the previous comment,Other
Rename class to ProfileId,Other
add a description and change to requireId,Other
please remove,Other
remove the empty space.,Other
remove hyphens from image set,Other
This file has been removed,Other
remove hyphens from image set,Other
This file has been removed,Other
Use colors from SocialColors class.,Other
Use colors from SocialColors class.,Other
already implemented,Other
rename post to '(toPost post:Post)',Other
function name is not being like a sentence. Try to make it like iOS convention.,Other
Rename the file to GroupInfoDescriptionView.xib,Other
"Please use ""SocialFonts""",Other
"Please use ""SocialFonts"". If required, update the SocialFonts class",Other
"Please use ""SocialFonts""",Other
"Please use ""SocialFonts""",Other
added a TODO in codebase.,Other
"""eventName"" and ""eventDescription"" should be optional attribute.",Other
Change to proper names.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
change file name to proper meaning.,Other
Change description also.,Other
Change description also.,Other
define the fonts in socialFonts.,Other
remove blank space.,Other
Remove space.,Other
"remove comment, if not needed. If needed add your name.",Other
correct the spelling,Other
correct the spelling,Other
please follow the proper way for printing error msg,Other
I think myprofile info shouldn't be optional,Other
remove trailing_closure_violation,Other
Follow above comment and add an extension,Other
"Since you've managed to move it here (good job), please go on and set likerLabel with User names bolded using attributed text.",Other
This will be submitted in anOther commit. I will add a TODO,Other
"Seems, this method is not necessary. Remove.",Other
Put cause and measure while fixing issues.,Other
"What if group list is nil or empty?
This will cause indexOutOfBounds exception.",Other
"thanks for your suggestion, done!",Other
"Patch Set 6:

(1 comment)

Minor refactoring",Other
refresh_icon@1x,Other
refresh_icon@2x,Other
refresh_icon@3x,Other
Change this file name also.,Other
remove the empty space,Other
remove the empty spaces,Other
please remove the empty spaces,Other
please remove the empty spaces,Other
please remove the empty spaces,Other
It's better to rename the method to '...memberSelectionView',Other
"Should this string be hard coded?

use localised strings.",Other
check if this is intentional or not.,Other
change this to selection map for contacts/friends...,Other
what does 'sc' stands for.,Other
"We are using SocialColors class. Use from there. if it is for removing the separator only for this view, then no need.",Other
capitalize V,Other
I think apple uses naming like didSelectePeople/Device.,Other
please update the name to a more appropriate one.,Other
add what? Please provide more intuitive name.,Other
make the self instance weak.,Other
print the error in log.,Other
"SESSDk doesn't know about views, move to app side.",Other
"please follow consistent convention of prefix ""IDS""",Other
"please follow consistent convention of prefix ""Image""",Other
"please follow consistent convention of suffix ""Image""",Other
"is this required?
It was not available in previous patch.",Other
remove if Codable is not necessary,Other
separate the names.,Other
please adda . NOTE why 2 is hardcoded so tat the purpose is better understood,Other
"please rename this to reflect the purpose more. suggestion: ""sectionHeaderTitle""",Other
no need to assign to new variable.,Other
This change is still same as previous comment.,Other
didSelectPeople,Other
didSelectDevice,Other
"""didTapBackButton""/""onBackButtonTap"" seems more appropriate.",Other
Use SocialColors.,Other
"keep gesture recogniser as member variable.
It will create multiple instances and won't be possible to remove it.",Other
either rename to defaultBackButtonImage or rename the rest without Image suffix,Other
add IDS prefix to this and all the following that lacks it,Other
Please remove this. It is unnecessary,Other
See above comment,Other
rename to memberSelectionview,Other
rename to memberSelectionView,Other
rename to showMemberSelectionView,Other
why is error optional in failure block? Please log error even if error is nil to notify of failure,Other
rename to backBtnTapGestureRecognizer,Other
remove.,Other
fix formatting here,Other
Remove all these whitespaces,Other
Double. Remove.,Other
Remove feedHeaderView prefix. All variables are for this view.,Other
Add explanation comment here.,Other
remove trailing spaces.,Other
"Patch Set 2:

(1 comment)

one minor change required.",Other
"Patch Set 4: Verified+1

(1 comment)

Fixed Merge conflict and removed remaining deinit functions",Other
Better use class name instead of hard coding.,Other
Deinit fuction is to be removed and given in anOther commit,Other
please check is it necessary or not,Other
"check all of this ""self""",Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
check previous comment,Other
Is it guaranteed to always return non-nil?,Other
I think we can remove this file now.,Other
Before removing we have to check it further,Other
Try to pass image view and move the function to Util class. Reduce duplicated codes.,Other
Similar function has been used in many Other places. That's why it will be done in next CL.,Other
Formatting not correct.,Other
rename - done,Other
it should be createdTime I think.,Other
it will be done in the next refactoring of feed,Other
"Is this ""Like"" object passed by reference?
if not, updating the imageHash here will have no effect. Please check.",Other
it will be done in the next refactoring of feed,Other
Check My previous comment on updating the imageHash in Views. Please check and confirm.,Other
it will be done in the next refactoring of feed,Other
Nothing is being done here. Remove if unnecessary.,Other
Add logs in Validation blocks.,Other
This code is required. needed to reveres the change.,Other
"Abandoned

will be merged with feature CL of web service sdk",Other
"Dead code, will be never used. Kindly remove them.",Other
"Patch Set 1: Code-Review+1

cherry pick to dev",Other
should not we check for nil. as i know these both are same but nil is more commonly used for objc.,Other
pls refer to the comment in Other branch code,Other
Please #define the value,Other
"Patch Set 1:

Is this to fix the cookie problem which caused sign in page again?",Other
"Please add after checking, when sleep data is modified.",Other
[Suggestion] Please check if there is a potential scope for crash for any value of indexPath.row.,Other
Already checked,Other
Use constant,Other
"Patch Set 1: Code-Review+1

Seems ok to me, Thank you",Other
"Patch Set 4: Code-Review+1

Thank you",Other
use systolic and diastolic instead of first and second.,Other
use systolic and diastolic instead of first and second.,Other
I tried to use generic name rather than tracker specific name.,Other
I have override the required method and did the bp related work in inherited class.,Other
"Patch Set 1: Code-Review-1

This is for moden device test purpose only. it will not be merged now",Other
"Patch Set 2:

Please confirm Moden connectivity with this SDK. Also, check with the existing gear models.",Other
"Patch Set 2:

@Mamun: could you check connectivity with already supported devices?",Other
"Patch Set 2:

I have checked connectivity with already supported devices. No issue arisen.",Other
"Patch Set 5: Code-Review-1

Do not merge",Other
use systolic and diastolic instead of first and second.,Other
use systolic and diastolic instead of first and second.,Other
I tried to use generic name rather than tracker specific name.,Other
I will try to extend this.,Other
"Patch Set 1: Code-Review+1

SW version information is correct",Other
"Patch Set 2: Code-Review+1

SW version information is correct",Other
"Patch Set 1: Code-Review-1

This is for moden device test purpose only. it will not be merged now",Other
"Patch Set 2:

Please confirm Moden connectivity with this SDK. Also, check with the existing gear models.",Other
"Patch Set 2:

@Mamun: could you check connectivity with already supported devices?",Other
"Patch Set 2:

I have checked connectivity with already supported devices. No issue arisen.",Other
"Patch Set 5: Code-Review-1

Do not merge",Other
this unit might change according to the device unit pref.  use SHTBloodPressureUnitHelper.getBloodPressureUnit(). which will return the appropriate  unit.,Other
why you check this,Other
do  nil check,Other
try to give space after semicolon,Other
"Patch Set 1: Code-Review+1

SW version information is correct",Other
remove this red marker,Other
"is there specific reason for this value to be greater that 70?  is yes device ""70"" as a meaningful name.",Other
"Patch Set 1: Code-Review+1

code seems okay",Other
"Patch Set 1: Code-Review+1

SW version information is correct.",Other
please add comment here,Other
Please add comment here,Other
is this needed if viewDidLoad already has getDailyLog()?,Other
SHMFitnessRepository or SHMScoreRepository?,Other
It should be SHMScoreRepository. Fixing It.,Other
"Patch Set 3: Code-Review+1

Please submit this CL",Other
"Patch Set 2: Code-Review-1

(2 comments)",Other
leave group in case of error also,Other
"why are you using OperationQueue here?
To update profile in server you can just make an async call right?
If you really have to make a sync call then use separate queue, not global queue, like this:

DispatchQueue.global().async {
    // do stuff in background, concurrent thread

    DispatchQueue.main.sync {
        // update UI
    }
}",Other
you can use global queue instead of main queue since it can be a background task. Right?,Other
"Patch Set 1: Verified-1 Code-Review-2

Rejected: Need to update version",Other
"Install swiftLint, build project and remove the swiftLint warnings.",Other
why are we hard coding these values? Is it just for test?,Other
Yes. These values are just for test.,Other
remove this function if not needed,Other
should start with lowercase,Other
"I wanted you to comment in the code, not just in Gerrit code review.",Other
"May be it will work by reloading a single cell, no need to reload full table view",Other
why sleep ? :),Other
why is this line commented?,Other
Why are you using return instead of break?,Other
[S] Camel case.,Other
[S] Better to use SHLogUtil.logError in such a case.,Other
"should not there be a viewModel as parameter? 
please put  a space after your colon mark. it is the  convention.",Other
please put a space after colon.,Other
reconsider the protocol name,Other
is it necessary to put these method in viewWillAppear?,Other
try to remove these red mark from source file please.,Other
put space after colon.,Other
"Patch Set 1: Code-Review+1

Seems okay",Other
"Patch Set 1: Code-Review+1

Seems okay",Other
why this line is added multiple times ?,Other
why this line is added multiple times ?,Other
why this line is added multiple times ?,Other
why this line is added multiple times ?,Other
why this line is added multiple times ?,Other
why this line is added multiple times ?,Other
why this line is added multiple times ?,Other
why this line is added multiple times ?,Other
why this line is added multiple times ?,Other
"Patch Set 2:

Need to understand this change tomorrow.",Other
"Patch Set 1: Code-Review+1

Code seems okay.",Other
please define the value.,Other
Change it in next patch,Other
remove this method please,Other
remove semicolon from this file for consistent coding style in swift,Other
if localDeviceUuid found nil then it will be set here as nil. will that make any inconsistency ?,Other
use the constant file name.,Other
spelling mistake.,Other
please comment these line.,Other
what is key string used for?,Other
why not bind (instead of subscribe?) ? :),Other
where is the use of dispose bag?,Other
make init private so that no one can instantiate objects of this class.,Other
"rename to ""singleton"" to ""sharedInstance"" for consistent name.",Other
check lower view nil or not,Other
"Please rename ""Something"" with a meaningful name.",Other
"These are dummy method, will be removed.",Other
please use meaningful method name.,Other
"These are dummy method, will be removed.",Other
Check for localization string.,Other
You can use here RECOMMENDED_GOAL instead of value,Other
Please remove ;,Other
remove these class variables since they are not used.,Other
make all funcs static if it doesn't need any class level variables.,Other
Please use tag to separate days instead of separate methods for each day,Other
why this value is 90? if there is any specific reason.,Other
"i recommend to use text as the suffix of this variable. 
ex: mediNotTakenLblText or mediNotTakenText",Other
try to use logic like above comment,Other
there is a constant defined for this in BloodPressureMedication class. please use those constant.,Other
use text in the string definition. it seems like you are defining a uiLabel,Other
"if there is a initializer value then why its a optional type ?

This comment also applies to Other variable that assign a initializer value and also has a optional type.",Other
"i think these code for test purposes, right ?
please keep a mark at begging of these code so you can track it easily later time.",Other
Please add nil check here,Other
Please use switch case here,Other
"Is it ""More move"" or ""Move more"" ? :)",Other
"""More move""",Other
why is this commented out?,Other
is it working now?,Other
"no. Still getting ""post failed"" response",Other
"why is the variable named ""project""? :)",Other
write unit test for sleep repository,Other
use MACRO for hard coded values.,Other
"Currently we don't have real value of elevated hr, it is just dummy data.",Other
10 should be multiplied by common height factor.,Other
multiplied in next patch,Other
Use MACRO for hardcoded value.,Other
Use MACRO for hardcoded value.,Other
did not use this method in real code. it is dummy draw.,Other
"Please correct the name, add prefix",Other
May be not needed.,Other
No use of this api now,Other
"Patch Set 1:

(1 comment)

Please correct the name of the folder as 
hms/Me/Profile/SHMProfileViewController.swift/.xib",Other
"Patch Set 1:

Please correct the name of the folder as 
hms/Me/ProfileView/SHMProfileViewController.swift/.xib",Other
"Patch Set 2: Code-Review-1

Duplicate files added under different folders.",Other
Please correct the name,Other
"please change the print statement with lumberjack logging.

Question: does + sign works in print statement ?",Other
Remove Unused code,Other
correct the spelling,Other
Please follow above format did first followed by name,Other
Please refactor name to DashboardLinearLayoutManager,Other
WIDE_TRACKER is not deprecated.,Other
Change name accordingly,Other
"- it would be better to provide a separate setter method for animation enable/disable. In this way, developers won't have to change code.
- Otherwise if anyone wants to change the animation option later, they will have to initialise again, which is a cos",Other
"I think it should be added  in SGHomeSettingsTabViewController.m too ,
under didSelect method
case MENU_SHEALTH:",Other
"this pointer is allocated but never released, pls check",Other
There is a function called updateInitilizeAngle to perform this operations.,Other
Presenter class naming is inconsistent with Other classes. Kindly check,Other
This screen is named MainScreen at some place and MainView at Other places. Would be better to use similar names. SocialHome can be used :),Other
Class name seems inconsistent with the Other classes of this module.,Other
Kindly put the proper copyright text,Other
Please fix the indentation,Other
Please fix the indentation.,Other
Please move to common Resource file as this string can be using by all the modules.,Other
"remove import foundation, it may not necessary to import",Other
rename it as SGEsimHMACSignatureGenerator or better name,Other
Remove warnings: no need to add nil check. resource.performer is not optional,Other
"Use macro for ""start_time"" and rest of below",Other
Add a comment as explanation of assignment for keychain key,Other
add 'SSO',Other
rename method.,Other
add SSO,Other
remove import,Other
may use fileprivate instead of private. then these members can be used in extension class,Other
